"region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt","label"
7.0,0.0,10.0,8.95,9.0,238.14,2.0,1.29,0.2,0.95,-1.1,0.0,0.0,0.0,0.0,-3.0,1.0,0.29,0.2,0.95,-1.1,1.0,0.94,0.02,-2.37,4.78,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,4.2,1.0,242.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.01,-3.58,11.78,1.0,1.0,0.0,0.0,-3.0,0
81.0,0.0,159.0,30.98,403.0,245.35,60.0,4.98,86.0,4.08,18.42,43.31,3.73,57.66,3.3,12.55,1.0,0.44,0.21,0.1,-1.91,1.0,0.89,0.04,-1.52,1.05,1.0,0.94,0.02,-1.89,2.06,0
12.0,0.0,22.0,9.55,19.0,242.71,3.0,1.58,0.58,0.86,-0.75,3.41,0.4,0.98,2.39,4.31,1.0,0.4,0.23,0.37,-1.84,1.0,0.93,0.02,-2.13,3.28,1.0,1.0,0.0,0.0,-3.0,0
9.0,0.0,4.0,2.0,15.0,240.0,3.0,1.67,0.44,0.5,-0.75,3.41,0.38,1.15,2.47,4.13,1.0,0.54,0.23,-0.19,-1.93,1.0,0.94,0.02,-2.27,4.03,1.0,1.0,0.0,0.0,-3.0,0
10.0,0.0,8.0,5.49,13.0,235.7,3.0,1.3,0.41,1.92,2.15,3.41,0.34,1.05,2.67,5.11,1.0,0.18,0.13,1.55,0.47,1.0,0.95,0.02,-2.71,5.9,1.0,1.0,0.0,0.0,-3.0,0
24.0,0.0,14.0,6.25,31.0,236.97,3.0,1.29,0.29,1.69,1.91,1.0,0.04,0.04,4.59,19.04,1.0,0.25,0.19,1.15,-0.67,1.0,0.94,0.02,-2.25,4.07,1.0,1.0,0.0,0.0,-3.0,0
25.0,0.0,13.0,6.95,40.0,241.21,4.0,1.6,0.88,1.45,0.94,4.0,0.59,1.86,1.88,1.61,1.0,0.27,0.18,1.01,-0.93,1.0,0.95,0.01,-2.64,6.23,1.0,1.0,0.0,0.0,-3.0,0
19.0,0.0,344.0,26.69,457.0,243.21,309.0,24.05,4779.73,3.68,12.21,90.01,9.81,447.89,3.0,8.16,1.0,0.59,0.18,-0.54,-1.52,1.0,0.92,0.03,-1.76,1.76,1.0,0.93,0.01,-1.36,0.84,1
48.0,0.01,1536.0,63.96,1218.0,243.93,959.0,25.38,19188.86,6.4,40.02,633.49,15.82,8327.93,6.47,40.74,1.0,0.36,0.21,0.52,-1.66,1.0,0.94,0.02,-2.43,4.68,1.0,0.98,0.01,-4.06,15.3,1
10.0,0.0,117.0,20.28,159.0,242.54,97.0,15.9,931.69,1.92,2.16,44.35,8.47,251.35,1.53,0.48,1.0,0.37,0.21,0.43,-1.78,1.0,0.94,0.02,-2.36,5.16,1.0,0.97,0.0,-2.0,2.48,1
16.0,0.0,33.0,12.5,63.0,242.39,17.0,3.94,21.56,1.54,1.37,13.66,2.55,17.73,1.4,0.65,1.0,0.38,0.19,0.33,-1.8,1.0,0.94,0.02,-2.51,5.41,1.0,0.96,0.01,-1.9,2.76,1
85.0,0.09,5567.0,116.93,11178.0,242.48,4971.0,131.51,437889.52,6.04,37.24,1186.85,45.14,37637.98,5.17,26.18,1.0,0.51,0.19,-0.23,-1.78,1.0,0.89,0.03,-1.42,0.61,1.0,0.94,0.01,-2.07,3.5,1
8.0,0.0,71.0,20.25,72.0,240.85,56.0,9.0,320.5,2.2,2.96,37.31,5.59,149.65,2.11,2.69,1.0,0.45,0.21,0.16,-1.85,1.0,0.96,0.01,-2.18,3.33,1.0,1.0,0.0,-2.27,3.14,1
53.0,0.01,2012.0,67.52,3105.0,242.06,1720.0,58.58,58546.47,6.18,39.04,621.48,23.96,7664.69,6.06,38.03,1.0,0.53,0.18,-0.35,-1.71,1.0,0.93,0.03,-2.18,3.18,1.0,0.93,0.01,-1.33,0.46,1
33.0,0.11,6910.0,155.9,8131.0,239.85,5440.0,246.39,1028407.15,4.4,18.61,2314.33,90.78,162976.92,5.1,24.94,1.0,0.52,0.19,-0.22,-1.79,1.0,0.92,0.03,-1.92,2.05,1.0,0.93,0.01,-1.43,0.89,1
4.0,0.0,211.0,22.23,164.0,238.59,156.0,41.0,4412.5,1.15,-0.67,95.81,25.3,1661.65,1.14,-0.67,0.82,0.41,0.17,0.0,-2.0,1.0,0.91,0.03,-1.63,0.95,1.0,0.93,0.01,-1.15,-0.67,1
214.0,0.16,7849.0,181.4,25777.0,243.61,7169.0,120.45,529101.66,8.17,70.27,2587.25,44.93,66165.29,8.29,71.44,1.0,0.6,0.17,-0.66,-1.38,1.0,0.87,0.04,-1.28,0.37,1.0,0.94,0.01,-2.12,3.54,1
9.0,0.0,66.0,17.07,148.0,244.2,53.0,16.44,329.14,1.21,-0.25,33.76,11.98,138.46,1.01,-0.49,0.95,0.64,0.13,-1.1,-0.5,1.0,0.93,0.02,-2.07,3.21,1.0,0.95,0.01,-1.35,-0.15,1
10.0,0.0,100.0,17.45,93.0,238.43,82.0,9.3,587.41,2.67,5.11,43.56,4.36,170.74,2.67,5.11,1.0,0.29,0.2,0.88,-1.22,1.0,0.94,0.02,-2.26,3.53,1.0,0.98,0.0,-2.67,5.11,1
22.0,0.0,172.0,21.73,139.0,240.79,103.0,6.32,446.85,4.34,16.89,83.04,4.29,297.78,4.31,16.72,1.0,0.36,0.21,0.53,-1.62,1.0,0.94,0.02,-2.37,4.98,1.0,0.98,0.01,-4.36,17.05,1
38.0,0.0,130.0,26.35,273.0,242.35,75.0,7.18,193.78,3.48,12.96,36.38,4.42,64.8,2.34,5.54,1.0,0.31,0.17,0.69,-1.39,1.0,0.94,0.02,-2.27,3.92,1.0,0.98,0.0,-3.38,11.73,1
33.0,0.17,8280.0,257.34,8286.0,244.43,7273.0,251.09,1543417.9,5.47,27.93,2222.59,82.92,143560.12,5.45,27.82,1.0,0.61,0.16,-0.69,-1.21,1.0,0.89,0.03,-1.45,1.04,1.0,0.91,0.02,-2.15,5.16,1
34.0,0.0,204.0,32.23,303.0,240.41,169.0,8.91,794.61,5.38,27.6,87.56,5.68,217.32,5.02,25.01,1.0,0.42,0.18,0.07,-1.9,1.0,0.94,0.02,-2.49,5.26,1.0,0.98,0.0,-3.12,8.95,1
9.0,0.0,12.0,4.76,30.0,239.87,8.0,3.33,6.67,0.56,-1.26,7.04,2.54,8.43,0.36,-1.7,1.0,0.46,0.18,-0.11,-1.84,1.0,0.97,0.01,-3.09,8.77,1.0,0.98,0.0,-2.47,4.13,1
63.0,0.02,1126.0,51.45,4059.0,244.02,998.0,64.43,34800.94,3.66,12.91,397.75,26.88,4716.31,3.69,14.17,1.0,0.59,0.18,-0.57,-1.53,1.0,0.91,0.03,-1.71,1.51,1.0,0.9,0.02,-0.98,-0.64,1
5.0,0.12,12186.0,262.59,11428.0,239.47,11341.0,2285.6,20501003.84,1.5,0.25,2096.48,427.02,696947.65,1.5,0.25,1.0,0.63,0.14,-0.66,-1.14,1.0,0.94,0.02,-2.44,5.07,1.0,0.9,0.03,-1.31,-0.06,1
26.0,0.0,30.0,15.42,55.0,240.99,14.0,2.12,6.72,3.73,14.1,11.62,1.06,6.62,2.88,8.31,1.0,0.32,0.2,0.68,-1.49,1.0,0.94,0.02,-2.15,3.34,1.0,1.0,0.0,-4.8,21.04,1
7.0,0.0,24.0,9.26,33.0,240.28,13.0,4.71,13.92,1.45,0.6,9.62,3.58,11.79,0.6,-1.04,1.0,0.9,0.01,-0.48,-1.36,1.0,0.9,0.03,-1.7,1.78,1.0,0.94,0.01,-0.98,-0.99,1
669.0,0.15,31134.0,365.3,25895.0,240.18,18640.0,38.71,520236.91,25.64,658.22,8906.6,20.6,119070.39,25.53,654.35,1.0,0.51,0.2,-0.18,-1.86,1.0,0.85,0.05,-1.13,-0.24,1.0,0.94,0.02,-2.09,3.41,1
139.0,0.13,7513.0,103.39,30643.0,241.47,6857.0,220.45,826494.82,5.27,29.09,1039.65,48.33,24190.36,4.01,16.72,1.0,0.5,0.19,-0.13,-1.81,1.0,0.89,0.03,-1.25,0.17,1.0,0.94,0.01,-1.69,1.68,1
32.0,0.0,75.0,20.08,201.0,242.66,64.0,6.28,210.33,2.98,7.69,42.59,3.41,88.33,3.0,8.24,1.0,0.33,0.21,0.67,-1.54,1.0,0.95,0.02,-2.6,5.81,1.0,0.99,0.0,-3.79,14.7,1
224.0,0.03,2386.0,65.21,4653.0,237.35,1958.0,20.77,26080.41,10.02,105.67,524.25,7.6,2442.08,8.74,77.67,1.0,0.43,0.21,0.17,-1.89,1.0,0.85,0.05,-0.99,-0.54,1.0,0.98,0.0,-4.21,20.12,1
115.0,0.02,2542.0,77.88,3197.0,242.31,2359.0,27.8,48517.59,10.32,106.11,377.48,6.47,1325.65,9.32,90.99,1.0,0.35,0.19,0.54,-1.61,1.0,0.89,0.04,-1.39,0.47,1.0,0.98,0.0,-3.2,9.48,1
146.0,0.15,13528.0,158.72,18475.0,242.88,11041.0,126.54,891065.48,10.74,119.78,4356.49,53.11,137941.72,10.79,120.76,1.0,0.49,0.17,-0.21,-1.72,1.0,0.89,0.03,-1.51,0.91,1.0,0.93,0.01,-1.69,1.87,1
19.0,0.02,1311.0,92.59,2364.0,242.3,1105.0,124.42,87907.09,2.4,4.41,431.2,44.78,11279.2,2.74,6.63,1.0,0.55,0.16,-0.4,-1.6,1.0,0.88,0.03,-1.31,0.18,1.0,0.93,0.02,-1.57,1.23,1
2.0,0.0,27.0,10.96,22.0,245.57,21.0,11.0,100.0,0.0,-2.0,16.66,8.33,69.36,0.0,-2.0,0.93,0.46,0.21,0.0,-2.0,1.0,0.93,0.03,-2.18,2.79,1.0,0.92,0.01,0.0,-2.0,1
15.0,0.0,42.0,15.19,61.0,239.82,27.0,4.07,57.4,2.31,3.62,20.86,2.49,40.94,2.23,3.08,1.0,0.26,0.18,1.06,-0.86,1.0,0.94,0.02,-2.3,4.19,1.0,0.98,0.0,-2.48,4.64,1
21.0,0.0,67.0,25.23,114.0,238.46,34.0,5.43,83.67,2.11,3.03,25.04,3.61,50.25,1.95,2.46,1.0,0.33,0.18,0.6,-1.54,1.0,0.92,0.03,-1.87,2.19,1.0,0.98,0.0,-1.98,2.55,1
52.0,0.1,1901.0,58.51,7018.0,241.72,1765.0,134.96,175161.84,3.1,8.13,659.41,38.6,14218.72,3.61,13.33,1.0,0.42,0.2,0.19,-1.83,1.0,0.93,0.02,-2.3,4.09,1.0,0.96,0.01,-2.07,2.83,1
9.0,0.0,12.0,5.91,20.0,238.64,6.0,2.22,2.62,1.37,0.61,6.24,1.18,5.09,1.46,0.33,1.0,0.51,0.22,-0.12,-1.89,1.0,0.91,0.03,-1.49,0.96,1.0,1.0,0.0,0.0,-3.0,1
84.0,0.06,7839.0,115.87,10852.0,241.16,6208.0,129.19,513756.58,7.59,59.58,2761.79,61.07,101522.16,7.56,59.36,1.0,0.53,0.16,-0.5,-1.58,1.0,0.91,0.03,-1.57,1.08,1.0,0.92,0.02,-1.25,0.19,1
42.0,0.0,609.0,50.83,595.0,238.84,535.0,14.17,6616.81,6.25,37.02,197.27,5.04,902.44,6.24,36.93,1.0,0.32,0.2,0.73,-1.43,1.0,0.91,0.03,-1.77,1.77,1.0,0.99,0.0,-6.25,37.02,1
16.0,0.0,714.0,51.56,692.0,244.29,616.0,43.25,21893.31,3.61,11.04,213.17,17.1,2581.92,3.57,10.86,0.93,0.43,0.19,0.02,-1.97,1.0,0.92,0.03,-1.93,2.57,1.0,0.96,0.01,-2.14,3.22,1
97.0,0.0,270.0,26.84,733.0,238.57,224.0,7.56,969.3,6.44,40.65,79.63,3.23,127.62,5.6,32.83,1.0,0.37,0.2,0.45,-1.71,1.0,0.91,0.03,-1.65,1.35,1.0,0.99,0.0,-3.36,10.07,1
164.0,0.25,33689.0,449.24,59285.0,238.82,30997.0,361.49,6540690.53,10.71,123.08,4694.97,69.78,166777.26,9.4,99.02,1.0,0.49,0.2,-0.1,-1.89,1.0,0.85,0.04,-0.99,-0.52,1.0,0.95,0.01,-2.15,3.61,1
9.0,0.0,51.0,11.08,48.0,238.52,37.0,5.33,126.22,2.44,4.03,23.94,3.1,55.8,2.35,3.74,0.88,0.1,0.08,2.47,4.13,1.0,0.95,0.02,-2.51,5.1,1.0,0.98,0.0,-2.47,4.13,1
246.0,0.04,4841.0,146.11,3611.0,237.86,383.0,14.68,1741.07,5.23,32.33,281.85,11.2,962.78,5.11,31.03,1.0,0.59,0.17,-0.59,-1.47,1.0,0.89,0.04,-1.45,0.66,1.0,0.91,0.02,-1.6,1.5,1
107.0,0.14,15639.0,226.69,23847.0,239.94,12144.0,222.87,2518458.75,7.12,48.81,4635.5,82.75,338391.89,7.18,49.95,1.0,0.5,0.2,-0.15,-1.89,1.0,0.9,0.03,-1.55,0.97,1.0,0.97,0.01,-2.75,6.93,1
436.0,0.0,170.0,21.56,1400.0,242.01,60.0,3.21,28.18,5.64,43.48,37.56,2.05,18.98,3.49,16.71,1.0,0.42,0.21,0.22,-1.88,1.0,0.88,0.04,-1.29,0.23,1.0,0.97,0.01,-3.27,11.08,1
836.0,0.24,63450.0,483.47,100960.0,237.51,51541.0,120.77,4918380.38,20.86,444.1,11709.98,31.79,286238.61,20.3,415.42,1.0,0.48,0.2,-0.07,-1.9,1.0,0.87,0.04,-1.23,0.07,1.0,0.96,0.01,-2.59,6.05,1
54.0,0.04,14176.0,183.56,11897.0,239.01,11550.0,220.31,2422118.96,7.14,49.01,2597.79,52.94,122316.65,7.13,48.91,1.0,0.53,0.19,-0.28,-1.79,1.0,0.9,0.03,-1.67,1.4,1.0,0.93,0.02,-2.02,3.41,1
38.0,0.0,274.0,43.18,309.0,238.88,235.0,8.13,1393.32,5.9,32.91,99.95,3.5,255.21,5.78,31.96,1.0,0.42,0.22,0.27,-1.87,1.0,0.91,0.03,-1.73,1.61,1.0,0.98,0.0,-4.05,14.56,1
175.0,0.01,3810.0,95.05,2867.0,239.56,2430.0,16.38,33492.2,13.11,169.88,1307.04,8.9,9696.1,13.09,169.61,1.0,0.44,0.22,0.15,-1.92,1.0,0.88,0.04,-1.41,0.62,1.0,0.98,0.0,-3.95,16.87,1
86.0,0.0,233.0,26.0,354.0,239.41,102.0,4.12,138.22,7.05,53.8,67.91,2.55,69.35,6.14,42.7,1.0,0.44,0.22,0.14,-1.92,1.0,0.9,0.03,-1.65,1.29,1.0,0.98,0.01,-3.91,15.05,1
18.0,0.0,35.0,8.17,73.0,244.73,21.0,4.06,28.05,2.06,3.42,19.86,3.26,28.13,1.86,2.84,1.0,0.33,0.17,0.52,-1.64,1.0,0.94,0.02,-2.36,4.4,1.0,0.97,0.01,-2.03,2.38,1
41.0,0.07,2964.0,100.66,11490.0,239.75,2770.0,280.24,651141.5,2.71,5.34,498.17,45.86,14570.97,2.95,7.49,1.0,0.44,0.21,0.09,-1.94,1.0,0.92,0.03,-1.95,3.01,1.0,0.95,0.01,-1.8,2.52,1
608.0,0.03,9256.0,166.63,13375.0,239.87,3058.0,22.0,33173.22,13.44,196.84,1672.83,12.61,9967.69,13.95,211.4,1.0,0.47,0.21,0.0,-1.92,1.0,0.88,0.04,-1.35,0.42,1.0,0.95,0.01,-2.66,7.18,1
147.0,0.03,2295.0,144.28,3388.0,238.1,764.0,23.05,10725.81,5.62,31.41,323.44,10.58,1828.89,5.67,32.83,1.0,0.49,0.2,-0.1,-1.89,1.0,0.88,0.04,-1.42,0.68,1.0,0.96,0.01,-2.84,7.63,1
151.0,0.01,2369.0,63.88,4157.0,243.7,2161.0,27.53,31292.54,11.64,137.14,407.1,12.91,1501.11,7.81,71.32,1.0,0.61,0.16,-0.78,-1.17,1.0,0.89,0.04,-1.49,0.8,1.0,0.92,0.02,-1.97,3.1,1
24.0,0.04,6595.0,145.83,7310.0,244.07,5007.0,304.58,1049066.83,4.05,15.55,654.07,50.32,19573.97,3.51,11.75,1.0,0.54,0.16,-0.44,-1.58,1.0,0.93,0.02,-2.19,3.62,1.0,0.94,0.01,-1.57,1.37,1
79.0,0.35,34669.0,341.57,62742.0,240.14,33453.0,794.2,17225423.12,6.59,46.58,3748.48,100.48,236084.57,6.03,39.13,1.0,0.47,0.19,-0.05,-1.86,1.0,0.86,0.04,-1.11,-0.21,1.0,0.96,0.01,-2.32,4.33,1
